Player,Span,Matches,Innings,NO,Runs,Highest_Score,Average,100s,50s,0s,Country
AC Smith,1962-1963,6,7.0,3.0,118.0,69.0,29.5,0.0,1.0,0.0,ENG
SS Cottrell,2013-2023,85,33.0,17.0,117.0,17.0,7.31,0.0,0.0,4.0,WI
Y Goonasekera,1983-1983,5,7.0,0.0,117.0,35.0,16.71,0.0,0.0,0.0,SL
F Khaliq,2024-2025,11,10.0,3.0,117.0,49.0,16.71,0.0,0.0,1.0,BEL
Salahuddin,1965-1969,5,8.0,2.0,117.0,34.0,19.5,0.0,0.0,0.0,PAK
G Schachat,2022-2022,3,3.0,2.0,117.0,66.0,117.0,0.0,1.0,0.0,ISR
WA Simpson,2024-2024,6,6.0,3.0,117.0,46.0,39.0,0.0,0.0,0.0,SGP
WH St Hill,1928-1930,3,6.0,0.0,117.0,38.0,19.5,0.0,0.0,0.0,WI
Asif Bevinje,2020-2024,10,8.0,0.0,116.0,35.0,14.5,0.0,0.0,1.0,ROM
FJ Cameron,1961-1965,19,30.0,20.0,116.0,27.0,11.6,0.0,0.0,4.0,NZ
R Davson,2021-2025,15,13.0,1.0,116.0,40.0,9.66,0.0,0.0,0.0,BHM
PC de Silva,2014-2017,9,9.0,1.0,116.0,44.0,14.5,0.0,0.0,0.0,SL
J Evans,2022-2024,9,9.0,0.0,116.0,42.0,12.88,0.0,0.0,1.0,ISR
W Farrimond,1931-1935,4,7.0,0.0,116.0,35.0,16.57,0.0,0.0,0.0,ENG
NG Jones,2010-2012,19,13.0,6.0,116.0,25.0,16.57,0.0,0.0,1.0,IRE
Khalid Shah,2023-2023,8,8.0,0.0,116.0,37.0,14.5,0.0,0.0,2.0,UAE
FM King,1953-1956,14,17.0,3.0,116.0,21.0,8.28,0.0,0.0,4.0,WI
EA McDonald,1921-1921,11,12.0,5.0,116.0,36.0,16.57,0.0,0.0,1.0,AUS
A Martel,2022-2025,28,15.0,5.0,116.0,23.0,11.6,0.0,0.0,3.0,GUE
F Mitchell,1899-1912,5,10.0,0.0,116.0,41.0,11.6,0.0,0.0,1.0,SA
Mohammad Amin,2019-2024,11,9.0,3.0,116.0,32.0,19.33,0.0,0.0,0.0,KUW
Zeeshan Sarwar,2021-2021,4,4.0,0.0,116.0,61.0,29.0,0.0,1.0,1.0,CYP
GK Khoda,1998-1998,2,2.0,0.0,115.0,89.0,57.5,0.0,1.0,0.0,IND
H Morris,1991-1991,3,6.0,0.0,115.0,44.0,19.16,0.0,0.0,0.0,ENG
MW Pringle,1992-1995,21,14.0,5.0,115.0,33.0,12.77,0.0,0.0,1.0,SA
R Sandeep,2024-2026,18,15.0,4.0,115.0,24.0,10.45,0.0,0.0,3.0,SWZ
TB Sole,2018-2019,19,13.0,3.0,115.0,33.0,11.5,0.0,0.0,0.0,SCOT
WER Somerville,2018-2021,6,10.0,2.0,115.0,40.0,14.37,0.0,0.0,2.0,NZ
GR Beard,1980-1981,5,5.0,0.0,114.0,49.0,22.8,0.0,0.0,0.0,AUS
RKJ Dawson,2001-2003,7,13.0,3.0,114.0,19.0,11.4,0.0,0.0,0.0,ENG
JJ Ferris,1887-1892,9,17.0,4.0,114.0,20.0,8.76,0.0,0.0,1.0,ENG
RE Grieveson,1939-1939,2,2.0,0.0,114.0,75.0,57.0,0.0,1.0,0.0,SA
Hammad Azam,2011-2015,16,11.0,3.0,114.0,36.0,14.25,0.0,0.0,0.0,PAK
GPD Hartigan,1912-1914,5,10.0,0.0,114.0,51.0,11.4,0.0,1.0,3.0,SA
ERT Holmes,1935-1935,5,9.0,2.0,114.0,85.0,16.28,0.0,1.0,2.0,ENG
Humayun Farhat,2001-2001,6,5.0,0.0,114.0,39.0,22.8,0.0,0.0,0.0,PAK
Huzaifa Mohammed,2022-2024,24,13.0,8.0,114.0,27.0,22.8,0.0,0.0,0.0,PHI
Ihsanullah Wafa,2025-2025,5,5.0,2.0,114.0,49.0,38.0,0.0,0.0,0.0,SWE
LS Rajput,1985-1987,6,8.0,1.0,114.0,61.0,16.28,0.0,1.0,3.0,IND
Sohrawordi Shuvo,2010-2011,19,13.0,4.0,114.0,20.0,12.66,0.0,0.0,1.0,BAN
CFW Allcott,1930-1932,6,7.0,2.0,113.0,33.0,22.6,0.0,0.0,0.0,NZ
P Arora,2019-2024,9,9.0,3.0,113.0,51.0,18.83,0.0,1.0,2.0,MEX
Bilal Asif,2015-2018,8,11.0,0.0,113.0,38.0,10.27,0.0,0.0,3.0,PAK
JA Burrows,2020-2025,26,18.0,3.0,113.0,28.0,7.53,0.0,0.0,4.0,IOM
S Haigh,1899-1912,11,18.0,3.0,113.0,25.0,7.53,0.0,0.0,4.0,ENG
HK Kukreja,2025-2025,6,6.0,0.0,113.0,51.0,18.83,0.0,1.0,1.0,SGP
C Potgieter,2025-2026,6,6.0,1.0,113.0,44.0,22.6,0.0,0.0,1.0,POR
PM Pushpakumara,2017-2018,6,10.0,2.0,113.0,42.0,14.12,0.0,0.0,0.0,SL
D Shackleton,1950-1963,7,13.0,7.0,113.0,42.0,18.83,0.0,0.0,0.0,ENG
M Shahbaz Butt,2022-2026,17,13.0,4.0,113.0,45.0,12.55,0.0,0.0,1.0,NOR
JNK Shannon,2013-2018,9,9.0,0.0,113.0,60.0,12.55,0.0,1.0,1.0,IRE
EJ Smith,1911-1913,11,14.0,1.0,113.0,22.0,8.69,0.0,0.0,2.0,ENG
EAV Williams,1939-1948,4,6.0,0.0,113.0,72.0,18.83,0.0,1.0,1.0,WI
MJ Cosgrove,2006-2006,3,3.0,0.0,112.0,74.0,37.33,0.0,1.0,0.0,AUS
AG Ganteaume,1948-1948,1,1.0,0.0,112.0,112.0,112.0,1.0,0.0,0.0,WI
GG Macaulay,1923-1933,8,10.0,4.0,112.0,76.0,18.66,0.0,1.0,1.0,ENG
SB Patel,2025-2025,11,10.0,0.0,112.0,31.0,11.2,0.0,0.0,1.0,MLT
N Pokana,2016-2024,52,28.0,12.0,112.0,12.0,7.0,0.0,0.0,3.0,PNG
GB Stevens,1959-1960,4,7.0,0.0,112.0,28.0,16.0,0.0,0.0,0.0,AUS
Abdul Samad,2025-2026,8,7.0,0.0,111.0,44.0,15.85,0.0,0.0,1.0,PAK
SSD Arachchige,2023-2024,6,4.0,0.0,111.0,57.0,27.75,0.0,1.0,0.0,SL
MR Bynoe,1959-1967,4,6.0,0.0,111.0,48.0,18.5,0.0,0.0,0.0,WI
Hasan Jamil,1977-1978,6,5.0,0.0,111.0,28.0,22.2,0.0,0.0,0.0,PAK
JD Higgs,1978-1981,22,36.0,16.0,111.0,16.0,5.55,0.0,0.0,5.0,AUS
HS Kanitkar,1974-1974,2,4.0,0.0,111.0,65.0,27.75,0.0,1.0,0.0,IND
RDM Leverock,2006-2009,34,19.0,9.0,111.0,20.0,11.1,0.0,0.0,1.0,BER
TA Lloyd,1984-1984,4,4.0,1.0,111.0,49.0,37.0,0.0,0.0,0.0,ENG
SR Mohan,2021-2026,19,15.0,4.0,111.0,20.0,10.09,0.0,0.0,2.0,SEY
AK Perera,2013-2019,12,9.0,0.0,111.0,31.0,12.33,0.0,0.0,0.0,SL
D Ramnarine,1997-2002,16,24.0,4.0,111.0,35.0,5.55,0.0,0.0,8.0,WI
Shaik Basha,2023-2025,15,11.0,2.0,111.0,43.0,12.33,0.0,0.0,0.0,TAN
A Shaw,1877-1882,7,12.0,1.0,111.0,40.0,10.09,0.0,0.0,1.0,ENG
Aamer Yamin,2015-2018,6,4.0,3.0,110.0,62.0,110.0,0.0,1.0,0.0,PAK
Ata-ur-Rehman,1992-1996,43,28.0,12.0,110.0,19.0,6.87,0.0,0.0,5.0,PAK
RD Brown,1983-1987,7,7.0,0.0,110.0,38.0,15.71,0.0,0.0,0.0,ZIM
JM Cox,2024-2025,9,7.0,0.0,110.0,55.0,15.71,0.0,1.0,1.0,ENG
AC Evans,2009-2023,77,29.0,10.0,110.0,28.0,5.78,0.0,0.0,9.0,SCOT
A Lark,2019-2019,5,4.0,0.0,110.0,43.0,27.5,0.0,0.0,1.0,AUT
PJ Newport,1988-1991,3,5.0,1.0,110.0,40.0,27.5,0.0,0.0,1.0,ENG
Nimish Lathief,2023-2026,19,13.0,5.0,110.0,18.0,13.75,0.0,0.0,0.0,KUW
Robert Raina,2020-2024,15,9.0,0.0,110.0,42.0,12.22,0.0,0.0,1.0,THA
Tshering Tashi,2024-2026,20,16.0,5.0,110.0,38.0,10.0,0.0,0.0,1.0,BHU
AG Hurst,1974-1979,20,24.0,7.0,109.0,26.0,6.41,0.0,0.0,10.0,AUS
Ibrahim Rizan,2019-2024,42,32.0,15.0,109.0,11.0,6.41,0.0,0.0,6.0,MDV
AF Ifill,2019-2026,31,19.0,6.0,109.0,25.0,8.38,0.0,0.0,2.0,CAY
UT Kaisala,2022-2023,8,8.0,1.0,109.0,35.0,15.57,0.0,0.0,0.0,Samoa
Mamoon Latif,2019-2021,11,10.0,0.0,109.0,25.0,10.9,0.0,0.0,1.0,BEL
DS Maraiwai,2022-2023,9,9.0,1.0,109.0,23.0,13.62,0.0,0.0,1.0,Fiji
V Shaw,2024-2026,13,12.0,1.0,109.0,26.0,9.9,0.0,0.0,2.0,SUR
GJ Thompson,2008-2019,13,10.0,1.0,109.0,44.0,12.11,0.0,0.0,3.0,IRE
Yajurvindra Singh,1977-1979,4,7.0,1.0,109.0,43.0,18.16,0.0,0.0,0.0,IND
JH Board,1899-1906,6,12.0,2.0,108.0,29.0,10.8,0.0,0.0,3.0,ENG
CG Butts,1985-1988,7,8.0,1.0,108.0,38.0,15.42,0.0,0.0,1.0,WI
JM Joao,2022-2025,18,10.0,1.0,108.0,22.0,12.0,0.0,0.0,0.0,MOZ
R Murray,2018-2018,5,5.0,1.0,108.0,47.0,27.0,0.0,0.0,0.0,ZIM
Naoomal Jaoomal,1932-1934,3,5.0,1.0,108.0,43.0,27.0,0.0,0.0,0.0,IND
GD Watson,1966-1972,7,11.0,1.0,108.0,50.0,10.8,0.0,1.0,4.0,AUS
MR Whitney,1981-1993,50,32.0,15.0,108.0,13.0,6.35,0.0,0.0,5.0,AUS
F Baaleri,2019-2026,13,9.0,2.0,107.0,20.0,15.28,0.0,0.0,0.0,GHA
MM English,2024-2024,1,1.0,0.0,107.0,107.0,107.0,1.0,0.0,0.0,SCOT
CB Jennings,1912-1912,6,8.0,2.0,107.0,32.0,17.83,0.0,0.0,2.0,AUS
A Kaul,2022-2024,11,9.0,1.0,107.0,56.0,13.37,0.0,1.0,2.0,SGP
AB McDonald,2009-2009,4,6.0,1.0,107.0,68.0,21.4,0.0,1.0,1.0,AUS
AH McKinnon,1960-1967,8,13.0,7.0,107.0,27.0,17.83,0.0,0.0,0.0,SA
A Mene-Ejegi,2022-2024,13,10.0,1.0,107.0,32.0,11.88,0.0,0.0,2.0,SRB
HMHE Parsons,2025-2025,8,8.0,0.0,107.0,47.0,13.37,0.0,0.0,0.0,SKOR
S Thakur,2021-2023,6,5.0,3.0,107.0,55.0,53.5,0.0,1.0,0.0,ROM
AJ Traicos,1970-1993,34,27.0,13.0,107.0,19.0,7.64,0.0,0.0,3.0,ZIM
CP Turkich,2022-2024,9,9.0,0.0,107.0,20.0,11.88,0.0,0.0,1.0,CRT
LJ Barker,2019-2025,14,11.0,0.0,106.0,25.0,9.63,0.0,0.0,3.0,GUE
EW Dempster,1953-1954,5,8.0,2.0,106.0,47.0,17.66,0.0,0.0,2.0,NZ
SR Hain,2023-2023,2,2.0,0.0,106.0,89.0,53.0,0.0,1.0,0.0,ENG
PHT Kaushal,2014-2015,8,13.0,2.0,106.0,18.0,9.63,0.0,0.0,2.0,SL
NF Kelly,2025-2026,8,8.0,1.0,106.0,31.0,15.14,0.0,0.0,0.0,NZ
CFH Leslie,1882-1883,4,7.0,0.0,106.0,54.0,15.14,0.0,1.0,1.0,ENG
NA Maiolo,2019-2019,8,7.0,1.0,106.0,39.0,17.66,0.0,0.0,0.0,ITA
Mustafa Omer,2021-2025,7,7.0,0.0,106.0,33.0,15.14,0.0,0.0,1.0,Fran
N Nazmussakib,2022-2025,10,8.0,0.0,106.0,31.0,13.25,0.0,0.0,1.0,SKOR
D Paterson,2017-2024,19,13.0,4.0,106.0,39.0,11.77,0.0,0.0,1.0,SA
OL Pitcher,2007-2008,8,8.0,0.0,106.0,30.0,13.25,0.0,0.0,1.0,BER
A Rajshekara,2024-2024,8,7.0,2.0,106.0,50.0,21.2,0.0,1.0,1.0,ROM
Sami Ullah,2020-2021,9,7.0,1.0,106.0,33.0,17.66,0.0,0.0,1.0,ROM
DR Sams,2020-2022,10,7.0,3.0,106.0,41.0,26.5,0.0,0.0,0.0,AUS
CJE Smith,1902-1902,3,6.0,1.0,106.0,45.0,21.2,0.0,0.0,0.0,SA
C Veretaki,2023-2023,4,4.0,0.0,106.0,60.0,26.5,0.0,1.0,1.0,Fiji
WJ Watson,1955-1955,4,7.0,1.0,106.0,30.0,17.66,0.0,0.0,1.0,AUS
Ziaur Rehman,2019-2024,10,10.0,2.0,106.0,37.0,13.25,0.0,0.0,1.0,FIN
Abdur Rahman Sudais,2023-2024,7,6.0,1.0,105.0,42.0,21.0,0.0,0.0,0.0,SWE
Ali Zaheer,2022-2025,9,8.0,2.0,105.0,41.0,17.5,0.0,0.0,0.0,KUW
JT Ball,2016-2018,24,14.0,2.0,105.0,31.0,8.75,0.0,0.0,3.0,ENG
DE Bollinger,2009-2014,60,24.0,11.0,105.0,30.0,8.07,0.0,0.0,4.0,AUS
Faruk Ahmed,1988-1999,7,7.0,0.0,105.0,57.0,15.0,0.0,1.0,1.0,BAN
JD Freyone,2019-2023,15,14.0,2.0,105.0,21.0,8.75,0.0,0.0,4.0,GIBR
G Goudie,2008-2013,25,17.0,5.0,105.0,23.0,8.75,0.0,0.0,2.0,SCOT
AR Leo,2022-2026,16,13.0,2.0,105.0,24.0,9.54,0.0,0.0,1.0,STHEL
D Marsic,2022-2024,9,8.0,0.0,105.0,37.0,13.12,0.0,0.0,1.0,CRT
S Mba,2021-2021,8,7.0,2.0,105.0,40.0,21.0,0.0,0.0,1.0,NGA
M Mosehle,2017-2017,7,6.0,1.0,105.0,36.0,21.0,0.0,0.0,0.0,SA
GHT Simpson-Hayward,1910-1910,5,8.0,1.0,105.0,29.0,15.0,0.0,0.0,1.0,ENG
KSC de Silva,1996-2000,46,31.0,18.0,104.0,27.0,8.0,0.0,0.0,6.0,SL
HB Kayondo,2019-2021,4,4.0,0.0,104.0,31.0,26.0,0.0,0.0,0.0,UGA
K Klesse,2025-2025,3,3.0,0.0,104.0,42.0,34.66,0.0,0.0,0.0,GER
Mohammad Ishaq,2024-2025,8,8.0,1.0,104.0,32.0,14.85,0.0,0.0,1.0,AFG
PK Mohanarangam,2024-2025,10,8.0,2.0,104.0,33.0,17.33,0.0,0.0,3.0,MEX
Iqbal Mudassir,2022-2024,10,10.0,1.0,104.0,46.0,11.55,0.0,0.0,0.0,SKOR
Muhammad Abbas,2025-2025,3,3.0,0.0,104.0,52.0,34.66,0.0,1.0,0.0,NZ
Y Naing Tun,2023-2025,14,13.0,1.0,104.0,25.0,8.66,0.0,0.0,2.0,MYAN
KR Rickards,1948-1952,2,3.0,0.0,104.0,67.0,34.66,0.0,1.0,0.0,WI
Sultan Ahmed,2015-2017,17,12.0,3.0,104.0,37.0,11.55,0.0,0.0,3.0,OMA
M Taniyama,2022-2026,38,18.0,7.0,104.0,19.0,9.45,0.0,0.0,2.0,JPN
Abdul Naser Baluch,2023-2025,17,12.0,2.0,103.0,23.0,10.3,0.0,0.0,2.0,SWE
RDB Ahir,2023-2024,15,15.0,2.0,103.0,21.0,7.92,0.0,0.0,3.0,PAN
Kabir Ali,2003-2006,15,11.0,3.0,103.0,39.0,12.87,0.0,0.0,2.0,ENG
Asif Masood,1969-1977,23,22.0,11.0,103.0,30.0,9.36,0.0,0.0,6.0,PAK
M Bisset,1899-1910,3,6.0,2.0,103.0,35.0,25.75,0.0,0.0,0.0,SA
M Faraz Akram,2020-2024,13,10.0,4.0,103.0,34.0,17.16,0.0,0.0,0.0,ZIM
J Gautam,2026-2026,4,4.0,1.0,103.0,44.0,34.33,0.0,0.0,0.0,GHA
OJR Groves,2025-2025,3,3.0,1.0,103.0,74.0,51.5,0.0,1.0,0.0,SVN
JW Hitch,1911-1921,7,10.0,3.0,103.0,51.0,14.71,0.0,1.0,1.0,ENG
Ramanjot Singh,2022-2024,5,5.0,0.0,103.0,46.0,20.6,0.0,0.0,0.0,SVN
P Stroud,2025-2025,6,6.0,0.0,103.0,51.0,17.16,0.0,1.0,0.0,Falk
S Viswanath,1985-1988,25,17.0,4.0,103.0,23.0,7.92,0.0,0.0,2.0,IND
Breeze Ahir,2024-2025,10,10.0,2.0,102.0,28.0,12.75,0.0,0.0,1.0,PAN
MNK Fernando,2023-2025,9,8.0,0.0,102.0,50.0,12.75,0.0,1.0,0.0,SL
Firas Hussain,2024-2025,10,9.0,2.0,102.0,40.0,14.57,0.0,0.0,3.0,BUL
DF Jacobs,2019-2024,9,9.0,0.0,102.0,28.0,11.33,0.0,0.0,1.0,THA
RM Prideaux,1968-1969,3,6.0,1.0,102.0,64.0,20.4,0.0,1.0,0.0,ENG
Rehman Abdul,2019-2019,7,5.0,3.0,102.0,37.0,51.0,0.0,0.0,0.0,ITA
Sazzad Hosen,2020-2024,8,8.0,0.0,102.0,34.0,12.75,0.0,0.0,0.0,BEL
CIJ Smith,1935-1937,5,10.0,0.0,102.0,27.0,10.2,0.0,0.0,2.0,ENG
GPK Wijesingha,2024-2024,6,5.0,0.0,102.0,56.0,20.4,0.0,1.0,0.0,MDV
Al-Amin Hossain,2013-2020,53,24.0,16.0,101.0,32.0,12.62,0.0,0.0,3.0,BAN
Arshad Laeeq,1994-1996,6,6.0,1.0,101.0,43.0,20.2,0.0,0.0,1.0,UAE
DD Beard,1952-1956,4,7.0,2.0,101.0,31.0,20.2,0.0,0.0,0.0,NZ
G Challenor,1928-1928,3,6.0,0.0,101.0,46.0,16.83,0.0,0.0,2.0,WI
TL Chivanga,2022-2025,19,21.0,7.0,101.0,22.0,7.21,0.0,0.0,2.0,ZIM
SK Coen,1927-1928,2,4.0,2.0,101.0,41.0,50.5,0.0,0.0,0.0,SA
LHD Dilhara,2005-2013,11,10.0,1.0,101.0,29.0,11.22,0.0,0.0,1.0,SL
Hilal Ahmad,2019-2021,15,14.0,4.0,101.0,44.0,10.1,0.0,0.0,2.0,CZK-R
A Hill,1877-1877,2,4.0,2.0,101.0,49.0,50.5,0.0,0.0,1.0,ENG
D Maisuria,2019-2026,45,20.0,3.0,101.0,32.0,5.94,0.0,0.0,7.0,BOT
Mohammed Nurji,2019-2019,6,5.0,3.0,101.0,36.0,50.5,0.0,0.0,0.0,MWI
Nadeem Ahmed,2004-2018,49,25.0,8.0,101.0,14.0,5.94,0.0,0.0,2.0,HKG
Tabarak Dar,2004-2008,4,4.0,0.0,101.0,36.0,25.25,0.0,0.0,0.0,HKG
Abrar Ahmed,2022-2026,64,32.0,19.0,100.0,23.0,7.69,0.0,0.0,4.0,PAK
Anser Mehmood,2021-2022,7,6.0,1.0,100.0,29.0,20.0,0.0,0.0,0.0,SUI
Avi Dixit,2019-2024,14,13.0,2.0,100.0,23.0,9.09,0.0,0.0,2.0,SGP
TA Harris,1947-1949,3,5.0,1.0,100.0,60.0,25.0,0.0,1.0,0.0,SA
Khan Mohammad,1952-1958,13,17.0,7.0,100.0,26.0,10.0,0.0,0.0,3.0,PAK
AM Phangiso,2012-2018,37,16.0,2.0,100.0,20.0,7.14,0.0,0.0,3.0,SA
NMK Smith,1996-1996,7,6.0,1.0,100.0,31.0,20.0,0.0,0.0,0.0,ENG
M Aboagye,2019-2024,14,13.0,1.0,99.0,24.0,8.25,0.0,0.0,1.0,GHA
R de Swardt,2024-2024,2,4.0,1.0,99.0,64.0,33.0,0.0,1.0,1.0,SA
BR Dunk,2014-2017,5,5.0,0.0,99.0,32.0,19.8,0.0,0.0,0.0,AUS
HA Furlonge,1955-1956,3,5.0,0.0,99.0,64.0,19.8,0.0,1.0,1.0,WI
AH Gray,1985-1991,30,19.0,7.0,99.0,12.0,8.25,0.0,0.0,3.0,WI
SMS Kaluperuma,1984-1988,6,10.0,0.0,99.0,23.0,9.9,0.0,0.0,1.0,SL
Maaz Sadaqat,2026-2026,3,3.0,0.0,99.0,75.0,33.0,0.0,1.0,0.0,PAK
Mohammad Tauqir,2004-2015,14,11.0,3.0,99.0,55.0,12.37,0.0,1.0,0.0,UAE
N Oldfield,1939-1939,1,2.0,0.0,99.0,80.0,49.5,0.0,1.0,0.0,ENG
Robiul Islam,2010-2014,13,18.0,7.0,99.0,33.0,9.0,0.0,0.0,6.0,BAN
Tashi Dorji,2024-2026,15,13.0,2.0,99.0,39.0,9.0,0.0,0.0,3.0,BHU
TH Tector,2025-2026,6,5.0,0.0,99.0,38.0,19.8,0.0,0.0,0.0,IRE
R Vinay Kumar,2010-2013,41,16.0,5.0,99.0,27.0,9.0,0.0,0.0,2.0,IND
Ali Dawood,2023-2026,77,26.0,15.0,98.0,19.0,8.9,0.0,0.0,2.0,BHR
Azam Khalil,2022-2022,9,7.0,0.0,98.0,29.0,14.0,0.0,0.0,0.0,SWE
DCC Borden,2006-2008,12,11.0,4.0,98.0,24.0,14.0,0.0,0.0,2.0,BER
CM Christiani,1935-1935,4,7.0,2.0,98.0,32.0,19.6,0.0,0.0,1.0,WI
WM Clark,1977-1979,12,19.0,2.0,98.0,33.0,5.76,0.0,0.0,8.0,AUS
Fareed Ahmad,2014-2025,58,16.0,9.0,98.0,24.0,14.0,0.0,0.0,1.0,AFG
SR Gillespie,1986-1988,20,12.0,5.0,98.0,28.0,14.0,0.0,0.0,1.0,NZ
ELG Hoad,1928-1933,4,8.0,0.0,98.0,36.0,12.25,0.0,0.0,1.0,WI
Irfan Bhima,2019-2019,4,4.0,0.0,98.0,52.0,24.5,0.0,1.0,2.0,MWI
S Kharvi,2025-2025,10,6.0,0.0,98.0,31.0,16.33,0.0,0.0,0.0,INA
Mahidul Islam Ankon,2024-2025,4,5.0,0.0,98.0,46.0,19.6,0.0,0.0,1.0,BAN
I Maraj,2003-2003,6,6.0,1.0,98.0,53.0,19.6,0.0,1.0,2.0,CAN
Mohammad Ishaq,1994-1996,5,5.0,1.0,98.0,51.0,24.5,0.0,1.0,0.0,UAE
IAR Peebles,1927-1931,13,17.0,8.0,98.0,26.0,10.88,0.0,0.0,3.0,ENG
IP Swaney,2022-2025,13,12.0,1.0,98.0,23.0,8.9,0.0,0.0,1.0,SGP
Shabbir Ahmed,1999-2007,43,26.0,10.0,98.0,24.0,6.12,0.0,0.0,4.0,PAK
Aftab Baloch,1969-1975,2,3.0,1.0,97.0,60.0,48.5,0.0,1.0,0.0,PAK
Amir Ali,2015-2016,10,8.0,3.0,97.0,32.0,19.4,0.0,0.0,0.0,OMA
Arsalan Arif,2019-2025,16,7.0,2.0,97.0,27.0,19.4,0.0,0.0,0.0,AUT
CE Eksteen,1991-2000,13,13.0,4.0,97.0,22.0,10.77,0.0,0.0,1.0,SA
AL Kandappah,2007-2007,2,2.0,1.0,97.0,69.0,97.0,0.0,1.0,0.0,CAN
Manzoor Akhtar,1997-1998,7,4.0,0.0,97.0,44.0,24.25,0.0,0.0,0.0,PAK
Muhammad Kaleem,2016-2016,9,9.0,0.0,97.0,50.0,10.77,0.0,1.0,1.0,UAE
GAE Paine,1935-1935,4,7.0,1.0,97.0,49.0,16.16,0.0,0.0,1.0,ENG
Sajad Ahmadzai,2022-2024,17,12.0,5.0,97.0,26.0,13.85,0.0,0.0,3.0,BEL
Tejwinder Singh,2021-2022,11,9.0,1.0,97.0,22.0,12.12,0.0,0.0,2.0,CYP
LF Townsend,1930-1934,4,6.0,0.0,97.0,40.0,16.16,0.0,0.0,0.0,ENG
RA Tripathi,2023-2023,5,5.0,0.0,97.0,44.0,19.4,0.0,0.0,1.0,IND
GD Varnals,1964-1965,3,6.0,0.0,97.0,23.0,16.16,0.0,0.0,0.0,SA
Azhar Hossain,1988-1990,7,7.0,0.0,96.0,54.0,13.71,0.0,1.0,0.0,BAN
Y Cariah,2022-2023,16,9.0,3.0,96.0,52.0,16.0,0.0,1.0,0.0,WI
DV Dyer,1947-1947,3,6.0,0.0,96.0,62.0,16.0,0.0,1.0,0.0,SA
DR Gilbert,1985-1986,23,20.0,7.0,96.0,15.0,7.38,0.0,0.0,1.0,AUS
RD Jackman,1974-1983,19,15.0,1.0,96.0,17.0,6.85,0.0,0.0,3.0,ENG
G MacGregor,1890-1893,8,11.0,3.0,96.0,31.0,12.0,0.0,0.0,1.0,ENG
CT Mumba,2016-2023,19,16.0,6.0,96.0,25.0,9.6,0.0,0.0,0.0,ZIM
Niv Nagavkar,2022-2024,9,7.0,0.0,96.0,25.0,13.71,0.0,0.0,0.0,ISR
WV Rodriguez,1962-1968,5,7.0,0.0,96.0,50.0,13.71,0.0,1.0,1.0,WI
Usman Shahid,2021-2021,4,4.0,0.0,96.0,64.0,24.0,0.0,1.0,0.0,Fran
VH Stollmeyer,1939-1939,1,1.0,0.0,96.0,96.0,96.0,0.0,1.0,0.0,WI
Abdullah Khan Lodhi,2024-2024,4,4.0,0.0,95.0,36.0,23.75,0.0,0.0,0.0,TKY
C Bogdanos,2022-2024,6,6.0,2.0,95.0,39.0,23.75,0.0,0.0,0.0,GRC
VR Brown,1985-1988,5,6.0,1.0,95.0,36.0,19.0,0.0,0.0,1.0,NZ
D Daesrath,2012-2013,5,3.0,0.0,95.0,40.0,31.66,0.0,0.0,0.0,CAN
P Dakainivanua,2023-2024,10,9.0,2.0,95.0,39.0,13.57,0.0,0.0,1.0,Fiji
WW Daniel,1976-1984,28,16.0,8.0,95.0,16.0,11.87,0.0,0.0,2.0,WI
Z Hoque,2019-2020,7,7.0,1.0,95.0,23.0,15.83,0.0,0.0,0.0,THA
Jamshid Nasiri,2025-2026,6,6.0,1.0,95.0,65.0,19.0,0.0,1.0,0.0,Fran
Javed Maroofkhail,2019-2024,14,11.0,3.0,95.0,27.0,11.87,0.0,0.0,2.0,NOR
HDG Leveson Gower,1910-1910,3,6.0,2.0,95.0,31.0,23.75,0.0,0.0,0.0,ENG
H Osinde,2006-2013,53,34.0,15.0,95.0,21.0,5.0,0.0,0.0,7.0,CAN
Shehzad Patel,2021-2023,9,9.0,2.0,95.0,30.0,13.57,0.0,0.0,0.0,SWZ
DM Smith,1986-1990,4,6.0,1.0,95.0,47.0,19.0,0.0,0.0,1.0,ENG
KL Tucker,2006-2007,12,12.0,2.0,95.0,34.0,9.5,0.0,0.0,1.0,BER
BM Wheeler,2015-2018,12,8.0,6.0,95.0,39.0,47.5,0.0,0.0,0.0,NZ
Zaid Soulat,2023-2024,6,5.0,2.0,95.0,44.0,31.66,0.0,0.0,0.0,BUL
Ali Nawaz,2025-2025,11,9.0,3.0,94.0,36.0,15.66,0.0,0.0,2.0,HUN
G Angeletti,2023-2026,11,11.0,1.0,94.0,18.0,9.4,0.0,0.0,3.0,ARG
Asrar Ahmed,2019-2021,7,5.0,2.0,94.0,38.0,31.33,0.0,0.0,0.0,GRC
TD Chaoana,2021-2026,26,20.0,7.0,94.0,26.0,7.23,0.0,0.0,2.0,LES
RT Lyons,2006-2010,27,16.0,10.0,94.0,28.0,15.66,0.0,0.0,1.0,SCOT
Hon.A Lyttelton,1880-1884,4,7.0,1.0,94.0,31.0,15.66,0.0,0.0,0.0,ENG
GT Main,2015-2024,32,8.0,6.0,94.0,64.0,47.0,0.0,1.0,1.0,SCOT
RAL Massie,1972-1973,9,9.0,2.0,94.0,42.0,13.42,0.0,0.0,3.0,AUS
Nangeyalia Kharote,2024-2025,17,12.0,5.0,94.0,27.0,13.42,0.0,0.0,2.0,AFG
